year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
113,0,0,8,13,9,2,18,14,80,9,2,8,0,11,19,0,31,20,24,0,0,0
112,1,0,16,44,13,2,22,27,105,7,15,1,0,6,12,13,18,52,39,5,0,0
111,0,0,22,23,9,1,7,26,64,5,10,0,0,4,15,6,10,20,17,1,0,0
110,3,0,17,49,15,0,12,30,104,5,8,8,0,48,14,7,20,23,12,2,0,0
109,1,0,28,50,4,0,28,22,16,3,12,8,0,25,4,17,9,9,1,0,0,0
108,0,0,29,9,23,1,35,28,22,8,7,13,0,18,6,20,5,5,17,0,0,0
107,2,0,32,8,21,0,27,12,21,1,1,19,1,8,4,12,6,3,12,0,0,0
106,1,0,16,6,14,0,21,30,54,0,10,15,0,16,0,35,6,62,34,0,0,0
105,0,0,8,11,17,0,31,30,18,3,7,3,1,9,1,13,8,21,42,0,0,0
104,0,1,8,5,15,0,8,15,16,0,5,2,0,3,0,4,4,13,8,0,0,0
103,1,0,3,0,10,0,3,5,6,1,0,1,0,1,0,2,0,2,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
