year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
114,3,7,45,44,42,12,25,20,11,4,0,18,3,0,21,6,9,14,18,0,0,2
113,7,19,67,45,49,11,28,51,13,0,0,18,6,15,41,4,7,5,22,2,0,0
112,6,26,40,67,92,27,31,36,13,0,2,1,0,32,33,7,7,2,13,0,0,0
111,3,26,29,30,50,9,14,38,31,1,6,2,1,7,18,13,9,8,12,0,0,0
110,5,20,38,32,26,2,17,28,27,1,0,6,0,14,13,11,7,4,11,3,0,0
109,3,11,32,17,11,9,30,27,12,6,3,7,3,7,8,10,3,8,8,0,0,0
108,4,5,22,18,14,10,13,36,25,11,5,5,2,6,12,22,2,3,10,0,0,0
107,0,1,14,3,12,4,13,7,6,0,0,3,0,3,2,4,1,0,4,0,0,0
106,1,1,12,4,1,2,12,5,6,1,0,0,1,1,0,2,0,5,0,0,0,0
105,0,1,5,6,3,0,4,7,5,6,1,1,0,5,0,1,2,2,5,0,0,0
104,2,1,6,1,3,4,2,11,8,3,0,1,0,4,1,1,0,2,4,0,0,0
103,3,1,13,0,5,0,6,3,2,1,0,0,0,3,1,0,4,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
