year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
113,0,0,12,9,12,4,22,15,27,7,0,2,1,7,2,3,2,0,2,0,0,0
112,1,0,24,13,54,6,57,36,67,12,1,2,0,10,9,4,5,0,3,0,0,0
111,0,0,26,22,28,0,31,28,52,12,1,2,0,10,16,1,4,0,6,0,0,0
110,0,0,24,17,21,2,29,62,57,12,0,1,2,12,14,3,3,1,2,0,0,0
109,0,0,18,12,8,1,45,45,28,7,0,3,1,6,11,3,1,1,5,0,0,0
108,0,0,15,10,21,1,16,28,36,7,0,3,0,11,13,0,6,0,14,0,0,0
107,1,0,18,1,15,0,19,5,15,0,0,0,0,1,12,2,2,2,4,0,0,0
106,0,0,3,5,10,1,13,1,3,1,0,1,0,2,2,0,1,1,2,0,0,0
105,0,0,1,2,2,0,8,8,3,1,0,2,0,0,2,0,0,3,2,0,0,0
104,1,0,1,2,3,2,8,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0
103,0,0,2,1,6,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
