year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
113,1,5,10,68,47,0,30,34,45,32,138,67,0,101,46,145,19,68,13,11,2,9
112,0,0,13,67,19,0,28,13,8,71,108,19,0,80,38,87,21,61,41,36,3,2
111,2,0,11,22,7,1,28,21,6,35,48,21,0,238,41,100,31,26,19,13,4,3
110,2,0,17,46,25,6,6,17,13,43,109,34,0,187,37,211,43,29,13,5,4,0
109,1,2,15,37,23,4,10,13,11,86,281,10,0,58,31,120,35,16,35,2,5,0
108,0,1,6,6,7,5,9,17,6,41,80,12,0,35,15,62,21,9,11,6,6,0
107,0,0,3,30,3,3,9,8,4,15,18,11,0,17,9,29,9,3,7,4,2,0
106,0,0,4,22,7,1,17,9,3,7,11,7,0,33,6,7,7,17,6,13,4,0
105,0,0,1,6,6,0,6,8,3,7,28,6,0,18,10,7,5,5,3,5,3,0
104,0,0,2,4,2,1,2,4,2,10,21,3,0,8,5,5,0,5,3,0,9,0
103,0,0,1,31,1,0,2,3,6,28,5,4,0,18,6,12,8,6,0,0,2,0
102,0,0,2,6,3,0,1,0,0,0,0,2,0,0,1,5,0,3,1,0,5,0
101,0,0,1,20,3,0,2,3,1,1,1,0,0,0,7,8,1,0,0,1,11,0
100,0,0,0,6,3,0,0,2,1,0,4,5,0,7,5,2,0,0,0,6,0,2
99,0,0,0,6,2,0,0,6,0,0,1,2,0,3,5,2,0,2,2,0,0,0
98,0,0,0,13,0,0,0,1,1,1,2,0,0,2,0,5,2,1,2,0,2,0
97,0,0,0,2,0,0,0,1,1,0,1,1,0,3,1,1,0,4,0,0,2,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
