year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
114,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,2,16,9,0,8,8,15,0,0,13,0,4,0,0,3,3,11,0,0,0
112,0,0,0,2,18,0,18,7,21,0,2,6,0,2,0,1,2,14,7,0,0,0
111,0,0,0,4,5,0,5,14,24,0,5,17,0,2,0,1,1,4,10,1,0,0
110,0,0,7,2,5,0,3,11,21,0,7,11,0,13,0,2,1,5,19,0,0,0
109,1,0,4,0,8,0,9,2,6,0,0,5,0,13,0,5,1,5,22,0,0,0
108,0,0,1,2,1,0,7,7,5,0,3,8,0,6,0,3,1,7,12,0,0,0
107,0,0,1,0,4,0,1,3,7,0,0,3,0,2,1,2,2,0,4,0,0,0
106,0,0,1,1,0,0,3,4,10,0,0,6,0,8,0,1,0,8,9,0,0,0
105,0,0,0,0,1,0,4,3,3,0,0,9,0,1,0,1,2,3,10,0,0,0
104,0,0,0,0,0,0,0,5,2,0,0,2,0,1,0,0,0,3,15,0,0,0
103,0,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
