year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
114,0,0,6,9,20,1,19,1,18,1,0,1,0,0,3,0,7,0,17,0,0,0
113,1,0,10,25,39,0,52,26,61,11,0,2,0,1,16,0,8,1,26,0,0,0
112,0,0,12,20,62,4,73,34,82,14,0,5,0,5,31,3,1,1,4,0,0,0
111,0,0,29,29,31,5,13,46,114,29,0,17,0,4,36,3,3,1,11,0,0,0
110,0,0,12,27,47,1,14,92,86,17,1,19,0,4,14,7,0,2,8,0,0,0
109,0,0,12,6,14,0,18,68,40,13,0,11,0,7,16,4,0,2,0,0,0,0
108,2,0,2,6,8,0,11,43,46,17,0,8,0,4,7,5,1,5,6,0,0,0
107,0,0,6,2,1,0,4,13,24,1,0,7,0,0,3,2,1,3,6,0,0,0
106,0,0,5,2,3,1,9,14,7,1,2,5,0,4,0,0,0,5,3,0,0,0
105,0,0,2,2,3,0,9,31,30,0,1,12,0,2,0,0,0,6,5,0,0,0
104,0,0,0,0,0,0,0,1,6,1,1,1,0,0,0,1,0,2,2,0,0,0
103,0,0,0,0,1,0,0,0,8,1,0,2,0,1,0,0,0,0,3,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
