year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
115,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,99,251,27,3,114,12,98,15,1,5,0,2,0,3,3,11,49,0,0,0
112,1,0,98,44,32,8,134,9,120,5,10,3,0,1,0,9,6,2,57,0,0,0
111,0,0,64,43,6,1,42,26,123,6,11,10,0,3,0,5,5,1,21,0,0,0
110,0,0,80,64,22,0,28,33,166,12,0,7,0,43,4,13,3,9,13,0,0,0
109,0,0,18,20,9,1,69,27,87,11,0,7,0,36,3,4,0,1,24,0,0,0
108,0,0,19,16,13,1,8,10,30,6,0,8,0,20,3,3,1,7,15,0,0,0
107,1,0,21,31,10,2,9,6,18,1,0,4,0,5,8,5,3,4,10,0,0,0
106,0,0,10,2,2,2,17,10,27,2,0,12,0,9,4,3,3,10,12,0,0,0
105,0,0,5,0,14,0,16,11,21,1,0,4,0,46,2,1,2,16,20,0,0,0
104,0,0,0,0,3,0,2,0,14,0,0,2,0,4,3,0,0,10,15,0,0,0
103,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,16,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
