year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
114,0,0,0,11,2,0,0,8,0,4,2,0,0,6,4,2,4,0,0,1,0,0
113,0,0,0,14,3,0,1,10,2,9,10,5,0,21,4,9,10,1,4,1,3,0
112,0,1,1,16,5,0,2,3,0,9,4,1,0,15,7,11,1,2,0,2,0,0
111,0,0,5,8,1,0,2,13,1,11,3,4,1,27,12,8,7,1,4,2,1,0
110,0,0,8,9,2,0,0,11,2,9,3,1,0,34,12,19,13,0,6,0,1,2
109,0,1,6,4,4,1,2,11,3,23,15,6,1,12,8,14,1,1,0,2,0,0
108,0,0,0,4,0,0,0,2,1,10,6,3,0,6,2,6,0,2,0,0,2,0
107,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0
106,0,0,0,3,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0
105,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
104,0,0,0,0,0,0,0,3,0,1,0,0,0,2,3,1,0,3,1,0,0,0
103,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0
102,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0
100,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0
99,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
98,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0
97,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
