變異點編號,權責單位,查證結果,變異類型,latitude,longitude,created,modified
20611401009,第六河川分署,不屬於其管轄範圍,其他,22.802153052776200,120.224264110646000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611401011,第六河川分署,不屬於其管轄範圍,其他,22.894253356593900,120.272117024980000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611401013,第六河川分署,不屬於其管轄範圍,其他,22.887331194029100,120.396456166836000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611402010,第六河川分署,合法,整地,22.876740447177600,120.385430458964000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611402011,第六河川分署,合法,其他,22.874076472749700,120.383394566539000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611402023,第六河川分署,不屬於其管轄範圍,其他,22.903546073510700,120.236465850242000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611402024,第六河川分署,不屬於其管轄範圍,其他,22.800481375780300,120.321344653520000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611403001,第六河川分署,合法,其他,22.885616516547100,120.393545773265000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611403002,第六河川分署,合法,其他,22.891938881271000,120.395648559188000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611403003,第六河川分署,合法,其他,22.895749299473700,120.395739251354000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611404002,第六河川分署,合法,其他,22.895924725633200,120.395666478457000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611404011,第六河川分署,不屬於其管轄範圍,其他,22.884095892768400,120.351939152482000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611405001,第六河川分署,合法,其他,22.985625208365900,120.463815381007000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611405002,第六河川分署,合法,其他,22.888607053326000,120.338402723195000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611405008,第六河川分署,不屬於其管轄範圍,其他,22.888003061301400,120.338806697864000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20611407002,第六河川分署,合法,整地,22.896105759373700,120.259732520721000,"2025-07-19 02:00:12",
20711401003,第七河川分署,合法,其他,22.983718043732700,120.537607834956000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401004,第七河川分署,已知工程,工程施作,22.986771758813200,120.642827219783000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401005,第七河川分署,合法,其他,22.893242061110400,120.636315744096000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401006,第七河川分署,已知工程,工程施作,23.102705007795200,120.694321228989000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401007,第七河川分署,已知工程,工程施作,23.108014726571500,120.697850132309000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401008,第七河川分署,合法,其他,23.088647496227500,120.585228824252000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401010,第七河川分署,合法,其他,23.181297306197900,120.779087995692000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401011,第七河川分署,合法,其他,23.168785975141800,120.775252451973000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401012,第七河川分署,不屬於其管轄範圍,其他,22.966450012649400,120.520773211405000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401013,第七河川分署,不屬於其管轄範圍,其他,22.957706919134000,120.520933309365000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711401016,第七河川分署,已知工程,工程施作,23.060793204748300,120.678864119286000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402002,第七河川分署,已知工程,工程施作,22.846676702950900,120.483703625280000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402004,第七河川分署,已知工程,工程施作,22.788276254217700,120.457207804416000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402011,第七河川分署,已知工程,工程施作,22.767654865842700,120.450185768369000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402012,第七河川分署,已知工程,工程施作,22.981607485862700,120.642347256663000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402013,第七河川分署,已知工程,工程施作,22.990727077662600,120.642007825330000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402014,第七河川分署,合法,改變流路,22.955386015109400,120.644908769162000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402015,第七河川分署,已知工程,工程施作,22.937092210267700,120.646856991093000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402016,第七河川分署,合法,其他,22.929892891606900,120.646768441851000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402017,第七河川分署,已知工程,工程施作,22.880290791143500,120.618600120874000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402019,第七河川分署,已知工程,工程施作,22.895273998728800,120.637450649152000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402020,第七河川分署,已知工程,工程施作,22.883718969021800,120.639789962620000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402022,第七河川分署,已知工程,工程施作,22.843097374698900,120.569110595430000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402030,第七河川分署,已知工程,工程施作,23.111570248256500,120.702115502018000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402031,第七河川分署,已知工程,工程施作,23.079284689282900,120.689963689496000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402032,第七河川分署,已知工程,工程施作,23.057822237304500,120.574201622561000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402035,第七河川分署,不屬於其管轄範圍,其他,22.634458685647800,120.419734291129000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402036,第七河川分署,不屬於其管轄範圍,其他,22.984795704110900,120.496448051970000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402038,第七河川分署,不屬於其管轄範圍,其他,22.881956082103100,120.620701827317000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402039,第七河川分署,已知工程,工程施作,22.884765909159900,120.623199006232000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711402040,第七河川分署,不屬於其管轄範圍,其他,22.849554821223400,120.564266424001000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403002,第七河川分署,合法,其他,22.935420620621500,120.492057041041000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403003,第七河川分署,合法,其他,22.890100104906500,120.485787074478000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403004,第七河川分署,已知工程,工程施作,22.876142718097800,120.486094470575000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403005,第七河川分署,合法,整地,22.859115189192600,120.482231590455000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403006,第七河川分署,合法,整地,22.788377939769700,120.457153452343000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403007,第七河川分署,已知工程,工程施作,22.788756223252000,120.458841976814000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403012,第七河川分署,合法,種植,22.970263937917200,120.522128959522000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403013,第七河川分署,合法,其他,22.882293319528100,120.622184098005000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403014,第七河川分署,已知工程,工程施作,22.879081631117400,120.614468528799000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
20711403016,第七河川分署,合法,其他,22.850403262138700,120.569612185828000,"2025-06-19 07:54:08","2025-06-20 02:00:15"
