year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
111,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0
110,0,1,2,4,1,0,0,3,5,0,0,7,0,6,5,0,2,2,0,0,0,1
109,0,0,0,1,4,0,0,3,4,0,0,2,0,3,0,1,3,9,0,0,0,0
108,0,0,0,0,2,0,0,6,7,0,1,5,0,15,3,0,3,15,2,0,0,0
107,0,0,0,0,6,0,0,1,1,0,1,22,0,7,11,5,9,49,14,0,0,0
106,0,0,2,1,1,0,0,7,21,0,1,6,0,0,1,4,7,43,11,3,0,0
105,0,0,2,0,1,0,0,7,12,0,0,1,0,1,5,19,8,68,14,0,0,0
104,0,0,3,0,0,0,0,0,3,0,1,0,0,3,3,1,4,3,0,0,0,0
103,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,9,2,4,2,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,1,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
98,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,2,0,1,0,0,0
97,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0
