year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
111,0,0,16,16,5,0,42,8,39,5,0,1,0,7,0,5,1,6,15,0,0,0
110,0,0,9,17,7,0,45,16,67,12,3,7,0,17,0,6,4,7,7,0,0,0
109,0,0,4,5,5,0,72,30,65,14,0,13,0,4,0,0,0,7,16,0,0,0
108,1,0,7,2,5,0,44,15,33,4,3,4,0,9,1,5,3,9,22,0,0,0
107,0,0,3,2,2,0,52,6,31,1,3,1,1,7,2,7,4,6,3,0,0,0
106,0,0,4,2,6,0,55,11,32,2,0,8,0,11,0,0,3,4,5,0,0,0
105,0,0,3,0,2,0,44,4,11,0,0,4,0,3,0,3,0,3,4,0,0,0
104,0,0,2,0,5,0,6,0,4,0,0,0,0,1,0,0,0,5,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
