year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
111,0,0,0,3,3,0,1,0,0,4,6,2,0,11,7,19,3,2,7,1,0,0
110,0,0,0,7,1,1,3,0,3,15,10,8,1,13,14,87,20,9,4,2,0,0
109,0,0,4,2,3,2,7,4,1,30,34,11,1,12,8,75,4,6,4,4,0,0
108,0,0,1,2,2,2,2,2,1,39,20,3,0,6,10,48,4,8,6,5,0,0
107,0,0,1,19,0,0,2,1,3,10,4,7,0,6,4,25,10,3,1,2,0,0
106,0,0,0,2,0,0,3,1,1,5,2,4,0,11,4,6,1,0,2,6,0,0
105,0,0,1,0,0,0,1,0,0,13,6,4,0,8,14,15,0,6,2,5,0,0
104,0,0,0,0,0,0,2,2,0,4,7,2,0,5,8,17,0,2,4,1,0,0
103,0,0,0,9,0,0,0,0,0,16,2,1,0,4,8,27,1,1,2,2,0,0
102,0,0,0,3,2,0,3,0,0,4,9,3,0,0,0,26,2,0,3,0,0,0
101,0,0,1,2,2,0,0,0,3,3,3,1,0,5,2,12,0,0,1,0,0,0
100,0,0,1,4,0,1,0,1,0,7,9,2,0,16,22,12,4,1,3,0,0,0
99,0,0,1,1,1,0,0,0,1,3,3,0,0,3,1,1,1,1,2,0,0,0
98,0,0,0,3,0,0,0,0,1,1,4,1,0,8,1,13,3,0,0,1,0,0
97,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,1,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
