year,基隆市,臺北市,新北市,桃園市,新竹縣,新竹市,苗栗縣,臺中市,南投縣,彰化縣,雲林縣,嘉義縣,嘉義市,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,金門縣,澎湖縣,連江縣
111,0,0,0,0,0,0,6,0,1,0,0,0,0,0,22,1,6,1,0,0,0,0
110,0,0,1,0,1,0,1,0,8,0,0,0,2,7,18,1,6,3,0,0,0,0
109,0,0,1,0,0,2,0,9,5,0,0,0,0,4,8,0,5,0,0,0,0,0
108,0,0,0,1,2,6,10,1,6,0,0,0,0,1,10,11,5,1,9,0,0,0
107,0,0,5,0,1,0,4,0,3,0,0,0,0,2,20,2,7,2,0,0,0,0
106,0,0,3,0,1,0,3,0,6,0,0,0,1,2,11,1,0,2,1,0,0,0
105,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,5,0,0,0,0
104,0,2,1,1,0,1,0,0,2,0,0,0,0,0,1,1,1,1,7,0,0,0
103,0,0,1,0,1,0,0,0,1,0,1,1,0,1,6,1,4,0,1,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
