變異點編號,權責單位,查證結果,變異類型,latitude,longitude,created,modified
20211501015,第二河川分署,非違規,其他,24.846394947914300,121.154466090561000,"2026-04-29 23:31:39",
20211501016,第二河川分署,非違規,其他,24.846903123145100,121.163338178896000,"2026-04-29 23:31:39",
20211501017,第二河川分署,非違規,其他,24.846771314711900,121.165148149344000,"2026-04-29 23:31:39",
21011501004,第十河川分署,非違規,其他,24.914536402654600,121.314404912196000,"2026-04-29 23:31:39",
21011501005,第十河川分署,非違規,其他,24.844917480437400,121.259331282042000,"2026-04-29 23:31:39",
21011503002,第十河川分署,非違規,其他,24.888814193675500,121.281173320087000,"2026-04-29 23:31:39",
21011503003,第十河川分署,非違規,其他,24.870424807385600,121.278981712046000,"2026-04-29 23:31:39",
21011503004,第十河川分署,非違規,其他,24.852961071510500,121.268217059706000,"2026-04-29 23:31:39",
21211503001,北區水資源分署,非違規,其他,24.797518739072400,121.337831958770000,"2026-04-29 23:31:39",
21211505012,北區水資源分署,已知工程,工程施作,24.805338748049800,121.363207123924000,"2026-05-26 02:00:08",
21511501055,桃園市,無法現場查驗,,24.972629430293600,121.215587385080000,"2026-04-29 23:31:39",
21511501056,桃園市,無法現場查驗,,25.058091629567400,121.152998102588000,"2026-04-29 23:31:39",
21511503011,桃園市,無法現場查驗,,24.951417640656900,121.147237953048000,"2026-05-16 02:00:09",
21511503012,桃園市,無法現場查驗,,24.940675669357600,121.181431138054000,"2026-05-16 02:00:09",
21511503013,桃園市,無法現場查驗,,25.109026985591300,121.244032495243000,"2026-05-16 02:00:09",
21511503014,桃園市,無法現場查驗,,25.092776036562000,121.216800635613000,"2026-05-16 02:00:09",
21511503015,桃園市,非違規,其他,25.041351829367800,121.210124022259000,"2026-05-16 02:00:09",
21511503016,桃園市,無法現場查驗,,25.010947431273800,121.217440652788000,"2026-05-16 02:00:09",
21511503017,桃園市,無法現場查驗,,24.950365772738200,121.316095404303000,"2026-05-16 02:00:09",
21511504043,桃園市,無法現場查驗,,25.019876849341800,121.090553545556000,"2026-05-19 02:00:08",
21511504044,桃園市,無法現場查驗,,25.010967899080500,121.217491917564000,"2026-05-16 02:00:09",
21511505010,桃園市,非違規,其他,25.083827260422400,121.215267828020000,"2026-06-02 02:00:09",
21511506006,桃園市,非違規,其他,25.104950959376200,121.254250078570000,"2026-07-09 02:00:09",
32211502002,農業部林業保育署新竹分署,非違規,作物變化,24.812752318658000,121.361837589125000,"2026-04-29 23:31:39",
32211503001,農業部林業保育署新竹分署,非違規,其他,24.711414614579800,121.421666055403000,"2026-04-29 23:31:39",
32211506001,農業部林業保育署新竹分署,非違規,其他,24.813156216288600,121.370057472915000,"2026-06-11 02:00:08",
80111501013,桃園市,違規,堆置土石方,24.853161947265400,121.240400709611000,"2026-04-29 23:31:39",
80111501037,桃園市,非違規,新增建物,24.934307748295800,121.065273139234000,"2026-04-29 23:31:39",
80111501038,桃園市,非違規,其他,25.089327064912300,121.184545170571000,"2026-04-29 23:31:39",
80111501039,桃園市,非違規,新增建物,25.018192977522000,121.049600928576000,"2026-04-29 23:31:39",
80111502018,桃園市,非違規,整地,24.857870443026500,121.190947255238000,"2026-04-29 23:31:39",
80111502019,桃園市,非違規,其他,24.878251997392800,121.333414855493000,"2026-04-29 23:31:39",
